"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","평균_문자대상자수","평균_통화대상자수","평균_통화량","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","총대출약정금액","주택담보대출약정금액","신용대출약정금액","자동차대출약정금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","신용카드기관수","체크카드기관수","카드사_최근1년_월평균_이용금액","가맹점합산이용금액","가맹점분류_이용비중1","가맹점분류_이용비중2","가맹점분류_이용비중3","가맹점분류_이용비중4","가맹점분류_이용비중5","가맹점분류_이용비중6","가맹점분류_이용비중7","가맹점분류_이용비중8","가맹점분류_이용비중9","가맹점분류_이용비중10","가맹점분류_이용비중11","가맹점분류_이용비중12","가맹점분류_이용비중13","가맹점분류_이용비중14","가맹점분류_이용비중15","가맹점분류_이용비중16","가맹점분류_이용비중17","가맹점분류_이용비중18","가맹점분류_이용비중19","배달앱_이용금액","제주도지역_이용금액","해외여행_이용금액","마케팅_슈퍼마켓_이용금액","마케팅_편의점_이용금액","마케팅_온라인쇼핑_이용금액","마케팅_소셜커머스_이용금액","온라인_카드사용_금액","온라인_카드사용_건수","오프라인_카드사용_금액","오프라인_카드사용_건수","주중_소비비중","3개월내_승인건수비중1","3개월내_승인건수비중2","3개월내_승인건수비중3","3개월내_승인건수비중4","3개월내_승인건수비중5","12개월내_월별_이용금액_평균","12개월내_월별_이용금액_표준편차","12개월내_월별_이용금액_최대값","12개월내_월별_이용금액_최소값","12개월내_이용금액_비중1","12개월내_이용금액_비중2","12개월내_이용금액_비중3","12개월내_이용금액_비중4","12개월내_이용금액_비중5","12개월내_이용금액_비중6","12개월내_이용금액_비중7","12개월내_이용금액_비중8","12개월내_이용금액_비중9","12개월내_이용금액_비중10","12개월내_이용금액_비중11","12개월내_이용금액_비중12","3개월내_택시_이용건수","3개월내_대중교통_총이용건수","3개월내_대중교통_이용건수1","3개월내_대중교통_이용건수2","3개월내_탑승정류장수","평일_이동_총횟수","휴일_이동_총횟수","평일_총이동거리","평일_이동속도_평균","휴일_총이동거리","휴일_이동속도_평균","택시이용_이동횟수","네비게이션이용_이동횟수","지하철_이동일수"
"영등포구",1953,"남",0,0,510,NA,NA,NA,"세대주",0,1,0,0,0,6,56000,11,3242090,3172216,0,0,0,0,0,2096,806,1290,2057,0,0,0,1,3,1,1304000,0.398106904231626,0,0,0,0.240673719376392,0,0.111358574610245,0,0,0,0.0329899777282851,0,0.00264476614699332,0.112054565701559,0,0,0,0.1021714922049,0,0,255000,0,0,0,0,0,9000,1,1041000,54,0.71,0,0.5,0.26,0.17,0,943000,1242849.24,4218000,117000,0.03,0,0.01,0,0,0.06,0,0.03,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA
"강동구",1958,"남",0,0,420,48,9,49,"세대주",0,1,0,0,0,6,31000,47,710000,708880,0,0,0,0,0,4254,4250,4,2919,3205,0,0,3,4,1,2565000,0.694050991501416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305949008498584,0,0,0,0,0,0,0,0,0,0,0,1030000,17,2459000,60,0.79,0.01,0.25,0.22,0.24,0,3214000,7362464.15,25130000,621000,0,0,0.13,0,0,0.02,0,0,0,0,0.1,0,0,0,0,0,0,0,33,0,0,390,27,26,0,25
"중랑구",1949,"남",2,0,440,51,60,350,"세대주",0,0,0,0,0,6,68970,7,113130,113130,0,0,0,0,0,2552,323,2229,1980,0,0,0,2,2,1,993000,0.36756083260041,0,0,0.0504983875696277,0.407505130460276,0,0.0805482263265904,0,0,0.0320287305775432,0,0.00674289064790384,0,0.0551158018176488,0,0,0,0,0,0,0,0,38000,30000,0,0,139000,12,867000,38,0.79,0.08,0.15,0.22,0.29,0,833000,334776.7,1353000,108000,0.05,0.04,0.06,0,0,0.38,0,0.03,0,0,0,0.02,0,83,0,45,22,120,37,920,36,390,11,0,10,55
"종로구",1954,"여",0,2,910,NA,NA,NA,"세대주",0,1,0,0,0,6,31000,47,437390,435000,0,0,0,0,0,1642,1642,0,1645,0,0,0,2,1,1,1881000,0.18796992481203,0,0.0554665351904351,0,0.510292123752003,0,0,0,0,0,0.0780229261678787,0,0,0.168248490077653,0,0,0,0,0,0,0,0,488000,40000,0,0,1561000,25,1562000,130,0.56,0.02,0.08,0.31,0.28,0.04,635000,221553.98,1070000,374000,0.3,0.04,0.06,0,0,0.26,0,0.23,0,0,0.43,0.14,1,139,0,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1947,"남",3,0,510,0,NA,NA,"세대주",0,1,1,0,1,6,34000,39,805000,438820,0,430200,430000,20000,0,1704,1702,2,1665,0,0,0,1,1,4,58000,0.493927432822226,0,0.0234552907241536,0,0.120616365568544,0.0292242295430393,0.00667982389555185,0,0,0,0.0340822832852588,0.0439502049491423,0.00129042052527706,0.246773948686807,0,0,0,0,0,0,0,0,9000,0,0,0,62000,3,0,0,0.77,1,0,0.09,0,0,3255000,3458579.47,5890000,90000,0,0,0,0,0,0.1,0,0,0,0,0,0,0,42,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1971,"여",2,0,410,NA,NA,NA,"세대주",0,1,1,0,0,6,92650,3,290000,289580,0,14200,0,9000,0,4009,3621,388,2909,753,0,0,4,1,2,6646000,0.174297852253953,0,0.00755251357092282,0,0.369955156950673,0,0.0103847061600189,0,0,0,0.0112107623318386,0,0.00330422468727874,0.127448666509323,0.000826056171819684,0,0.00354024073637007,0.134647156006608,0.156832664621194,370000,0,0,4000,34000,20000,181000,692000,53,5457000,113,0.82,0.04,0.26,0.2,0.26,0.05,1429000,385379.56,2040000,1191000,0.02,0,0.12,0,0,0.1,0,0.01,0,0.09,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"광진구",1956,"남",1,1,510,NA,9,2,"세대주",0,1,1,0,0,6,112000,2,632600,544100,0,162100,160000,35300,0,11922,11922,0,12124,78,0,0,4,0,4,11302000,0.144980443285528,0,0.0232942199043894,0.00304215558452847,0.0421555845284659,0,0.072490221642764,0,0,0,0,0.031638418079096,0.0274663189917427,0,0,0,0.00191221208170361,0,0.653020425901782,39000,0,0,59000,38000,519000,0,3528000,94,7705000,271,0.75,0.16,0.27,0.19,0.22,0,5953000,2112378.34,9087000,2935000,0.01,0,0.27,0,0,0.27,0,0,0,0,0.01,0,0,1,0,1,1,120,29,2000,44,780,43,63,0,44
"노원구",1962,"여",2,1,910,170,32,990,"세대주",0,0,1,0,0,6,NA,NA,0,0,1,18000,0,18810,0,0,0,0,0,0,0,0,0,0,1,2561000,0.429119547657512,0.0024232633279483,0,0.118941841680129,0.0607835218093699,0,0.0238287560581583,0,0,0,0.0226171243941842,0,0,0.331583198707593,0,0.010702746365105,0,0,0,0,0,0,0,5000,0,0,0,0,1821000,37,0.66,0,0.05,0.43,0.18,0,484000,633120.78,2242000,341000,0.19,0,0,0,0,0.48,0,0,0,0,0,0.06,0,11,0,1,5,160,58,9300,46,1100,49,140,18,130
"서초구",1954,"남",0,2,910,29,12,170,"세대주",0,1,1,0,0,6,51000,14,2194690,2250000,0,15071,0,9000,0,397,397,0,345,0,0,0,1,0,1,352000,0.0665801557197045,0,0,0,0,0,0,0,0,0,0,0.41744859253344,0,0.297364743461769,0,0,0,0.218606508285087,0,0,0,0,0,0,0,0,159000,3,327000,17,0.48,0.42,0.43,0.14,0.13,0,163000,128476.26,519000,38000,0,0,0,0,0,0,0,0.05,0.01,0,0.05,0,0,0,0,0,0,20,9,520,30,870,35,18,0,28
"영등포구",1948,"남",1,1,910,NA,NA,NA,"세대주",0,1,0,0,0,6,22000,78,542500,553160,0,0,0,0,0,32,0,32,35,0,0,0,1,3,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13000,2,0.62,0,1,0,0.5,0,204000,313832.73,1035000,0,0.04,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1971,"여",2,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,68120,7,404450,256820,0,59990,0,56000,0,13369,13121,248,1136,8471,11350,0,1,5,2,2810000,0.0649149922720247,0.00237359240450431,0,0.00833517332744535,0.00982556855818061,0,0.00292559063810996,0,0,0.00645837933318613,0,0.206888937955399,0,0,0.531077500551998,0,0,0,0.167200264959152,0,0,0,0,0,0,62000,1166000,24,1836000,53,0.96,0.13,0.04,0.27,0.62,0.03,6520000,3511151.31,11910000,30000,0,0,0.14,0,0.01,0.13,0,0.02,0,0,0.06,0,0,100,0,32,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1976,"남",3,1,510,62,15,300,"세대주",0,1,1,0,1,6,34000,39,145400,140000,2,115000,40000,0,0,8745,8745,0,7544,0,0,0,3,1,4,6012000,0.134206002908899,0,0,0.0159989422186963,0.114504826127198,0.00277667592225307,0,0,0.00436334787782626,0,0,0.0918947507602803,0.26193309533254,0.0606902023006743,0,0,0,0.110273700912336,0.203358455639297,238000,0,0,72000,17000,0,52000,2973000,69,4128000,181,0.64,0.14,0.18,0.23,0.17,0.03,3565000,1489657.99,6355000,1364000,0.03,0,0.26,0,0,0.05,0,0.01,0,0,0.1,0,0,0,0,0,0,110,52,4300,42,3800,64,66,14,110
"도봉구",1972,"여",3,0,910,76,22,180,"세대주",0,1,0,0,0,6,24000,71,156450,149580,0,0,0,0,0,1979,1979,0,1899,440,0,0,2,1,1,630000,0.407608695652174,0,0,0,0.425249465431219,0,0,0,0,0,0,0.00294012829650748,0,0,0,0,0,0,0.1642017106201,0,0,0,55000,339000,0,0,396000,6,521000,100,0.69,0.04,0.08,0.15,0.46,0.03,599000,132410.38,728000,575000,0.07,0.19,0.06,0,0,0.1,0.01,0.01,0,0,0,0.02,1,174,44,28,29,120,37,920,22,1100,37,130,0,88
"구로구",1958,"남",0,0,420,67,15,470,"세대주",0,0,1,0,0,6,28000,57,205000,202780,0,60000,0,48000,0,5287,5287,0,2313,3321,0,28,4,2,3,3409000,0.0558070694758837,0,0,0.136078704509838,0.0081838760229845,0,0.139909454988682,0,0,0,0,0.129200766150096,0.00339543792442974,0.315166289395786,0,0,0.00905450113181264,0.203203900400488,0,0,0,0,3000,0,0,0,1251000,10,2596000,106,0.8,0.21,0.23,0.32,0.07,0,2064000,5659790.18,20346000,766000,0.07,0,0.08,0,0,0.06,0,0,0,0,0.01,0.01,0,1,0,1,1,86,40,610,29,2300,35,62,17,180
"동작구",1973,"남",3,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1694000,0,0,0,0,0.561668739833509,0,0,0,0,0,0,0,0,0,0.0058367620323414,0,0.00516696966797436,0.26896947660511,0.158358051861066,0,0,0,26000,6000,115000,0,10000,1,1733000,30,1,0.1,0.32,0,0.4,0.02,682000,633120.78,2172000,254000,0.04,0,0.12,0,0,0,0,0.06,0,0,0.07,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1982,"여",2,1,510,NA,NA,NA,"세대주",0,1,1,0,1,6,51000,14,909870,652520,1,400000,420000,0,0,8880,6723,2157,4365,2356,0,27,5,1,3,2967000,0.0658242727005583,0,0,0.105083749632677,0.117602115780194,0.00146929180135175,0.0369086100499559,0,0,0.171495739053776,0.00887452248016456,0,0.234675286511901,0.0557155451072583,0.00029385836027035,0,0.012577137819571,0.189479870702322,0,0,0,0,0,25000,0,0,0,0,2784000,143,0.73,0.19,0.29,0.16,0.23,0.03,2271000,5724144.19,21089000,781000,0.03,0,0,0,0,0.14,0,0.04,0,0,0,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1972,"남",3,0,510,NA,NA,NA,"세대주",0,0,1,0,1,6,47000,17,1045500,852570,0,9000,0,0,0,4042,2130,1912,3623,0,300,0,1,1,2,2425000,0.0848438834582898,0,0.200151845876435,0.04175761601974,0.022302363101452,0.00597893138464459,0,0,0,0,0,0.0514377906424979,0,0.334820157540097,0,0,0.00303691752870836,0.102590870266679,0.153079624181456,0,0,0,0,0,175000,0,262000,15,1666000,52,1,0.06,0.1,0.09,0.34,0.05,1266000,624516.76,2899000,155000,0.01,0,0.18,0,0,0.36,0,0,0,0,0.01,0.01,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"영등포구",1951,"여",2,1,420,NA,NA,NA,"세대주",0,1,1,0,0,6,25000,68,1245000,1074130,1,120000,100000,20000,0,101,19,82,76,0,0,0,2,1,1,82000,0,0,0,0,0,0,0.0523201701901343,0,0,0,0,0.664805212072863,0,0,0,0,0,0.282874617737003,0,0,0,0,0,0,0,0,433000,13,0,0,1,0,0.4,0,0.14,0.01,467000,186003.42,574000,0,0,0,0.01,0,0,0,0,0,0.01,0,0.96,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"도봉구",1982,"여",1,3,420,NA,NA,NA,"세대주",0,0,0,0,0,6,24800,71,310300,310000,0,0,0,0,0,600,600,0,517,0,0,0,2,3,1,2881000,0.184626531418785,0,0,0.235607956790937,0.0352390989329469,0,0.00421551837702543,0.00494006059807667,0,0.0141615070478198,0.00902384402582005,0.0156764589645633,0.0467659069951258,0.207746015017784,0,0,0,0,0.241997101831116,0,0,0,57000,89000,0,394000,0,0,2577000,68,0.62,0.11,0.17,0.02,0.58,0.05,915000,861742.73,3579000,370000,0.07,0.03,0.03,0,0,0.18,0,0,0,0,0,0.04,0,116,169,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1974,"남",2,0,420,22,11,100,"세대주",0,1,1,0,0,6,41000,24,719760,706540,0,30000,0,29000,0,9780,9287,493,9741,0,300,0,2,1,4,8581000,0.161911193651866,0,0,0.119196353199392,0.256457876076313,0,0.0254938375823063,0,0,0,0.023805503967584,0.091507681917947,0.157521526253588,0.0209353368225561,0.0113118352186392,0,0.000844166807361134,0,0.131014688502448,0,0,0,368000,138000,0,0,0,0,7921000,249,0.91,0.21,0.55,0.19,0,0.03,3540000,1035152.85,6270000,2184000,0.05,0.01,0.19,0,0,0.8,0,0,0,0,0,0.01,0,134,98,4,12,70,14,2200,31,79,24,21,9,81
"금천구",1963,"남",1,0,510,NA,NA,NA,"세대주",0,0,0,0,1,6,33000,42,468820,480000,1,0,0,0,0,2703,2703,0,2680,0,0,0,4,1,1,1019000,0.0816136178150869,0,0,0,0.343593331001516,0.0331118106564067,0,0,0,0,0,0.018654541214877,0,0.0264661303486067,0,0,0,0.496560568963507,0,0,0,0,235000,3000,0,0,153000,10,1070000,30,0.72,0,0.5,0.19,0.26,0,937000,1138072.35,4230000,40000,0.04,0,0,0,0,0.05,0,0.09,0,0,0,0,0,8,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노원구",1980,"남",2,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,51000,14,787110,498750,1,330600,200000,31000,0,2554,2417,137,2626,0,0,0,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1068000,1011905.14,3596000,40000,0,0,0.01,0,0,0,0,0,0,0,0,0,0,6,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"종로구",1976,"남",3,0,420,8,3,13,"세대주",0,0,1,0,0,6,58000,10,91250,25460,0,42000,0,50000,0,13121,13121,0,8089,0,6160,0,1,3,6,9527000,0.54765256272253,0.0268278545996522,0,0,0.0212801192349093,0,0.00538213132400431,0.0266622505589136,0,0,0,0,0.0513372526289641,0.0703817173139025,0.0627639314399271,0,0.0106814606276393,0.150865281112859,0.0261654384366979,0,0,0,61000,23000,224000,26000,8842000,45,7350000,124,0.7,0.04,0.3,0.2,0.33,0.01,8481000,1224294.58,5787000,2189000,0,0,0.1,0,0,0.29,0,0.02,0,0,0.04,0,35,23,6,0,18,16,0,52,35,0,0,3,2,10
"노원구",1944,"남",2,0,510,52,8,150,"세대주",0,0,1,0,0,6,41000,24,181580,183000,0,110800,117000,12670,0,6325,6325,0,2912,4240,0,463,8,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23,0,0,0.09,2936000,9416351.47,30998000,0,0,0,0.02,0,0,0.51,0,0,0,0,0.63,0,0,0,0,0,0,110,60,5700,47,2200,57,110,65,110
"노원구",1966,"여",0,0,910,35,17,310,"세대주",0,1,1,0,0,6,48000,16,820330,815500,0,135000,130000,0,0,5169,2125,3044,4125,683,100,0,1,3,2,3640000,0.0852743271221532,0,0.00452898550724638,0,0.0481366459627329,0,0,0,0,0,0,0.000905797101449275,0,0.807324016563147,0,0,0,0,0.0538302277432712,0,0,0,37000,0,0,0,0,0,1181000,30,1,0.09,0.27,0.66,0.15,0.04,1939000,1629487.75,6259000,346000,0,0,0.03,0,0,0.06,0,0,0,0,0,0,0,20,0,1,8,100,54,500,16,620,38,140,0,42
"도봉구",1937,"남",1,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,27000,60,516280,520590,0,0,0,0,0,313,313,0,310,0,0,0,1,1,1,327000,0.723484300390681,0,0,0,0.105845753147157,0,0,0,0,0,0,0.154825640283606,0,0.0158443061785559,0,0,0,0,0,0,0,0,9000,14000,0,0,14000,5,284000,18,0.89,0.14,0.33,0.15,0.18,0.03,110000,81415.81,209000,26000,0,0.07,0.03,0,0,0.5,0,0,0,0,0,0.07,0,39,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1967,"여",0,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,31000,47,280000,261000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,13538.34,57000,0,0,0.02,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"광진구",1983,"남",0,2,420,NA,NA,NA,"세대주",0,0,0,0,0,6,38000,30,115950,115550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,176000,0.268621748263047,0,0,0,0.106317660365164,0,0.00985619647762159,0,0,0,0.209242203910163,0,0,0.223864921635159,0,0,0,0,0.182097269348845,0,0,0,0,0,0,0,17000,2,113000,5,0.7,0,0.2,0.43,0.18,0.06,46000,179082.7,451000,0,0.01,0,0.25,0,0,0.79,0,0.29,0,0,0,0.05,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강남구",1942,"남",1,1,910,NA,NA,NA,"세대주",0,1,0,0,0,6,32000,44,3242090,3172216,0,0,0,0,0,2742,2742,0,2257,0,0,0,1,1,2,2065000,0.348116548615583,0,0.0775112685125563,0,0.180940115904701,0,0.0965872504829362,0,0,0,0.00499034127495171,0.000482936252414681,0,0.105280103026401,0,0,0.15920798454604,0.0268834513844173,0,0,255000,0,151000,14000,0,0,29000,3,2068000,54,0.74,0.21,0.42,0.06,0.16,0,1040000,595877.9,2246000,426000,0.02,0.01,0,0,0,0.28,0,0,0,0,0.04,0.05,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"은평구",1977,"남",3,1,440,NA,NA,NA,"세대주",0,0,1,0,1,6,82000,4,193750,197090,0,126650,0,67962,0,12080,9890,2190,13046,0,4600,0,2,2,5,12943000,0.330659746795628,0,0.00385311001022254,0.0809153102146733,0.228119839584808,0.00290949123220885,0,0,0,0,0.00794212471494849,0.00463945899190061,0.0905087677911457,0.0272076747660612,0.00180860265785956,0,0.0109302508453252,0.133757961783439,0.0767476606117795,462000,0,0,552000,203000,398000,227000,4764000,143,10300000,162,0.6,0.1,0.32,0.21,0.25,0.02,3935000,1805626.61,9595000,2306000,0.06,0.02,0.01,0,0,0.27,0,0.04,0,0,0,0.02,0,53,15,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1977,"남",3,1,420,54,16,210,"세대주",0,0,1,0,0,6,40000,26,126230,89500,0,53200,0,1000,0,1217,0,1217,1016,0,0,0,2,2,1,1184000,0.178547182620502,0,0,0,0.00488798370672098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816564833672777,0,0,0,0,4000,0,0,1020000,9,321000,18,0.71,0.13,0.11,0.22,0.16,0.04,476000,446360.33,1824000,23000,0,0,0.53,0,0,0.07,0,0,0,0,0.01,0,0,8,0,3,8,120,40,270,40,1100,42,64,28,23
"용산구",1980,"여",0,0,420,38,11,430,"세대주",0,0,1,0,0,6,43000,22,736380,740790,0,198000,0,135000,0,4907,4576,331,3557,298,0,0,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.17,0.12,0,1296000,1681753.97,5097000,356000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,42,1800,54,980,36,83,0,73
"동대문구",1961,"남",1,0,510,NA,NA,NA,"세대주",0,1,1,0,1,6,27000,60,1736640,1750800,0,190000,175000,0,0,326,3,323,306,0,0,0,3,4,1,88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,81000,2,0.9,0.2,0.66,0.06,0.5,0,232000,108769.9,346000,10000,0,0,0,0,0,0,0,0,0,0,0.09,0,0,41,1,1,8,NA,NA,NA,NA,NA,NA,NA,3,NA
"용산구",1966,"남",0,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,48000,16,655000,673590,0,0,0,0,0,1507,1507,0,711,253,0,0,3,1,1,804000,0.518331419823957,0,0,0,0.140987370838117,0,0.0185227707615767,0,0,0,0,0,0,0.0524301569077689,0,0,0.0330654420206659,0.236662839647914,0,0,0,0,0,17000,0,0,0,0,814000,36,0.75,0.01,0.38,0.14,0.31,0,320000,124252.36,799000,255000,0,0.06,0,0,0,0.6,0.01,0.12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"도봉구",1976,"남",2,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,44000,20,368460,348330,0,0,0,0,0,2087,2084,3,2321,0,0,0,1,3,2,1498000,0.165201654601861,0,0,0.0727766287487074,0.125,0,0.0240434332988625,0,0,0,0,0.147233712512927,0.0550672182006205,0.0588159255429162,0,0,0.0111168562564633,0.130558428128232,0.210186142709411,0,0,0,96000,0,0,0,364000,18,1352000,39,0.77,0.09,0.15,0.15,0.25,0.09,1086000,983786.49,3322000,225000,0.07,0,0.38,0,0,0.1,0,0.01,0,0,0,0.01,0,16,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강북구",1967,"남",0,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,41000,24,390170,261740,0,102000,135000,0,0,5174,2125,3049,5065,1082,0,0,1,1,2,2837000,0.149548576279034,0.00802531059495331,0.0492321938421174,0,0.0287059186665638,0,0.0383517246701134,0.0186742804228721,0,0.0193687784551277,0.00200632764873833,0.362990971525581,0,0.135349949841809,0,0,0,0.122077320780924,0.0656686472721661,193000,0,0,53000,25000,0,59000,1492000,74,1645000,61,0.71,0.2,0.2,0.08,0.12,0.04,1413000,374837.48,2013000,762000,0,0,0.11,0,0,0.07,0,0,0,0,0,0.07,21,133,32,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중구",1968,"남",1,0,420,140,18,200,"세대주",0,1,1,0,0,6,51710,14,310000,265900,2,33000,0,18000,0,500,500,0,496,0,0,0,7,5,1,547000,0,0,0.0226130653266332,0.0110166215693854,0,0,0,0,0,0,0,0.966370313103981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558000,6,1,1,0,0,0,0,389000,763229.84,2321000,6000,0.01,0,0,0,0,0.09,0,0,0,0,0,0,0,41,0,1,19,6,11,140,15,450,26,0,6,4
"동대문구",1955,"남",0,2,420,22,5,46,"세대주",0,0,0,0,0,6,28000,57,827550,838460,0,0,0,0,0,3,3,0,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,65000,3,0,0,1,0,0.09,0,0,0,90000,175080.19,463000,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,44,22,4500,33,2000,36,15,0,28
"중랑구",1974,"남",2,0,910,21,10,65,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,228169,0,114000,0,3951,3951,0,2498,442,0,0,3,0,2,2189000,0.147090270352833,0,0,0.0157323965174889,0.275087826485413,0.00946998625324576,0,0,0,0,0.0256606079120208,0.359095769054529,0,0.0566671758057125,0,0,0,0,0.111195967618757,0,0,0,0,0,0,70000,702000,28,1551000,102,0.9,0.14,0.16,0.27,0.28,0.06,1362000,473635.4,2420000,786000,0,0,0.25,0,0,0,0,0,0,0,0.17,0.01,0,0,0,0,0,72,41,2400,57,4000,57,29,0,66
"동대문구",1943,"남",0,0,910,NA,NA,NA,"세대주",0,0,1,0,0,6,38000,30,675240,663920,0,120000,0,0,0,1702,1702,0,908,533,0,0,6,1,1,1037000,0.165393583661655,0,0,0,0.18075098496422,0,0,0,0,0,0,0,0,0.653855431374126,0,0,0,0,0,0,0,0,104000,5000,0,0,13000,1,1028000,86,0.58,0.09,0.04,0.47,0.18,0,800000,834141.35,2441000,88000,0.01,0,0.01,0,0,0.36,0,0.35,0,0,0,0.07,1,15,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1968,"남",2,0,420,49,14,100,"세대주",0,0,0,0,0,6,22800,78,124030,129550,0,0,0,0,0,5,0,5,0,0,0,0,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,59722.57,226000,0,0.04,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,42,58,960,39,280,48,39,15,53
"성북구",1932,"여",1,0,910,0,NA,NA,"세대주",0,1,0,0,0,6,22000,78,772500,774860,0,0,0,0,0,58,58,0,42,0,0,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,38000,49200.25,158000,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1973,"남",2,0,440,NA,NA,NA,"세대주",0,1,1,0,0,6,107110,2,918700,913870,0,344000,340000,224000,0,11329,10735,594,13046,992,0,0,4,1,5,9776000,0.0193557306788331,0,0.0298631273330568,0,0.020392644822342,0,0,0,0,0,0.00255772155398866,0.195216369417946,0.0167980091248445,0.0118208212360017,0,0,0,0.343564219549288,0.3604313562837,0,0,0,94000,12000,1083000,178000,2641000,91,3895000,106,0.75,0.22,0.23,0.18,0.17,0.08,4034000,11378869.77,43369000,2819000,0,0,0.19,0,0,0,0,0,0,0,0.06,0,11,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
